id;instituicao;nome_categoria;categoria_instituicao
2721;Guarda Municipal de Lagoa de Itaenga;Guarda Municipal;5
2722;Guarda Municipal de Lagoa de Pedras;Guarda Municipal;5
2723;Guarda Municipal de Lagoa de São Francisco;Guarda Municipal;5
2724;Guarda Municipal de Lagoa de Velhos;Guarda Municipal;5
2725;Guarda Municipal de Lagoa do Barro do Piauí;Guarda Municipal;5
2726;Guarda Municipal de Lagoa do Carro;Guarda Municipal;5
2727;Guarda Municipal de Lagoa do Mato;Guarda Municipal;5
2728;Guarda Municipal de Lagoa do Ouro;Guarda Municipal;5
2729;Guarda Municipal de Lagoa do Piauí;Guarda Municipal;5
2730;Guarda Municipal de Lagoa do Sítio;Guarda Municipal;5
2731;Guarda Municipal de Lagoa do Tocantins;Guarda Municipal;5
2732;Guarda Municipal de Lagoa dos Gatos;Guarda Municipal;5
2733;Guarda Municipal de Lagoa dos Patos;Guarda Municipal;5
2734;Guarda Municipal de Lagoa dos Três Cantos;Guarda Municipal;5
2735;Guarda Municipal de Lagoinha;Guarda Municipal;5
2736;Guarda Municipal de Lagoinha do Piauí;Guarda Municipal;5
2737;Guarda Municipal de Lagoão;Guarda Municipal;5
2738;Guarda Municipal de Laguna;Guarda Municipal;5
2739;Guarda Municipal de Laguna Carapã;Guarda Municipal;5
2740;Guarda Municipal de Laje;Guarda Municipal;5
2741;Guarda Municipal de Laje do Muriaé;Guarda Municipal;5
2742;Guarda Municipal de Lajeado;Guarda Municipal;5
2743;Guarda Municipal de Lajeado;Guarda Municipal;5
2744;Guarda Municipal de Lajeado Grande;Guarda Municipal;5
2745;Guarda Municipal de Lajeado Novo;Guarda Municipal;5
2746;Guarda Municipal de Lajeado do Bugre;Guarda Municipal;5
2747;Guarda Municipal de Lajedinho;Guarda Municipal;5
2748;Guarda Municipal de Lajedo;Guarda Municipal;5
2749;Guarda Municipal de Lajedo do Tabocal;Guarda Municipal;5
2750;Guarda Municipal de Lajedão;Guarda Municipal;5
2751;Guarda Municipal de Lajes;Guarda Municipal;5
2752;Guarda Municipal de Lajes Pintadas;Guarda Municipal;5
2753;Guarda Municipal de Lajinha;Guarda Municipal;5
2754;Guarda Municipal de Lamarão;Guarda Municipal;5
2755;Guarda Municipal de Lambari;Guarda Municipal;5
2756;Guarda Municipal de Lambari D'Oeste;Guarda Municipal;5
2757;Guarda Municipal de Lamim;Guarda Municipal;5
2758;Guarda Municipal de Landri Sales;Guarda Municipal;5
2759;Guarda Municipal de Lapa;Guarda Municipal;5
2760;Guarda Municipal de Lapão;Guarda Municipal;5
2761;Guarda Municipal de Laranja da Terra;Guarda Municipal;5
2762;Guarda Municipal de Laranjal;Guarda Municipal;5
2763;Guarda Municipal de Laranjal;Guarda Municipal;5
2764;Guarda Municipal de Laranjal Paulista;Guarda Municipal;5
2765;Guarda Municipal de Laranjal do Jari;Guarda Municipal;5
2766;Guarda Municipal de Laranjeiras;Guarda Municipal;5
2767;Guarda Municipal de Laranjeiras do Sul;Guarda Municipal;5
2768;Guarda Municipal de Lassance;Guarda Municipal;5
2769;Guarda Municipal de Lastro;Guarda Municipal;5
2770;Guarda Municipal de Laurentino;Guarda Municipal;5
2771;Guarda Municipal de Lauro Muller;Guarda Municipal;5
2772;Guarda Municipal de Lauro de Freitas;Guarda Municipal;5
2773;Guarda Municipal de Lavandeira;Guarda Municipal;5
2774;Guarda Municipal de Lavras;Guarda Municipal;5
2775;Guarda Municipal de Lavras da Mangabeira;Guarda Municipal;5
2776;Guarda Municipal de Lavras do Sul;Guarda Municipal;5
2777;Guarda Municipal de Lavrinhas;Guarda Municipal;5
2778;Guarda Municipal de Lavínia;Guarda Municipal;5
2779;Guarda Municipal de Leandro Ferreira;Guarda Municipal;5
2780;Guarda Municipal de Lebon Régis;Guarda Municipal;5
2781;Guarda Municipal de Leme;Guarda Municipal;5
2782;Guarda Municipal de Leme do Prado;Guarda Municipal;5
2783;Guarda Municipal de Lençóis;Guarda Municipal;5
2784;Guarda Municipal de Lençóis Paulista;Guarda Municipal;5
2785;Guarda Municipal de Leoberto Leal;Guarda Municipal;5
2786;Guarda Municipal de Leopoldina;Guarda Municipal;5
2787;Guarda Municipal de Leopoldo de Bulhões;Guarda Municipal;5
2788;Guarda Municipal de Leópolis;Guarda Municipal;5
2789;Guarda Municipal de Liberato Salzano;Guarda Municipal;5
2790;Guarda Municipal de Liberdade;Guarda Municipal;5
2791;Guarda Municipal de Licínio de Almeida;Guarda Municipal;5
2792;Guarda Municipal de Lidianópolis;Guarda Municipal;5
2793;Guarda Municipal de Lima Campos;Guarda Municipal;5
2794;Guarda Municipal de Lima Duarte;Guarda Municipal;5
2795;Guarda Municipal de Limeira;Guarda Municipal;5
2796;Guarda Municipal de Limeira do Oeste;Guarda Municipal;5
2797;Guarda Municipal de Limoeiro;Guarda Municipal;5
2798;Guarda Municipal de Limoeiro de Anadia;Guarda Municipal;5
2799;Guarda Municipal de Limoeiro do Ajuru;Guarda Municipal;5
2800;Guarda Municipal de Limoeiro do Norte;Guarda Municipal;5
2801;Guarda Municipal de Lindoeste;Guarda Municipal;5
2802;Guarda Municipal de Lindolfo Collor;Guarda Municipal;5
2803;Guarda Municipal de Lindóia;Guarda Municipal;5
2804;Guarda Municipal de Lindóia do Sul;Guarda Municipal;5
2805;Guarda Municipal de Linha Nova;Guarda Municipal;5
2806;Guarda Municipal de Linhares;Guarda Municipal;5
2807;Guarda Municipal de Lins;Guarda Municipal;5
2808;Guarda Municipal de Livramento;Guarda Municipal;5
2809;Guarda Municipal de Livramento de Nossa Senhora;Guarda Municipal;5
2810;Guarda Municipal de Lizarda;Guarda Municipal;5
2811;Guarda Municipal de Loanda;Guarda Municipal;5
2812;Guarda Municipal de Lobato;Guarda Municipal;5
2813;Guarda Municipal de Logradouro;Guarda Municipal;5
2814;Guarda Municipal de Londrina;Guarda Municipal;5
2815;Guarda Municipal de Lontra;Guarda Municipal;5
2816;Guarda Municipal de Lontras;Guarda Municipal;5
2817;Guarda Municipal de Lorena;Guarda Municipal;5
2818;Guarda Municipal de Loreto;Guarda Municipal;5
2819;Guarda Municipal de Lourdes;Guarda Municipal;5
2820;Guarda Municipal de Louveira;Guarda Municipal;5
2821;Guarda Municipal de Lucas do Rio Verde;Guarda Municipal;5
2822;Guarda Municipal de Lucena;Guarda Municipal;5
2823;Guarda Municipal de Lucianópolis;Guarda Municipal;5
2824;Guarda Municipal de Luciara;Guarda Municipal;5
2825;Guarda Municipal de Lucrécia;Guarda Municipal;5
2826;Guarda Municipal de Lucélia;Guarda Municipal;5
2827;Guarda Municipal de Luisburgo;Guarda Municipal;5
2828;Guarda Municipal de Luislândia;Guarda Municipal;5
2829;Guarda Municipal de Luiz Alves;Guarda Municipal;5
2830;Guarda Municipal de Luiziana;Guarda Municipal;5
2831;Guarda Municipal de Luiziânia;Guarda Municipal;5
2832;Guarda Municipal de Luminárias;Guarda Municipal;5
2833;Guarda Municipal de Lunardelli;Guarda Municipal;5
2834;Guarda Municipal de Lupionópolis;Guarda Municipal;5
2835;Guarda Municipal de Lupércio;Guarda Municipal;5
2836;Guarda Municipal de Lutécia;Guarda Municipal;5
2837;Guarda Municipal de Luz;Guarda Municipal;5
2838;Guarda Municipal de Luzerna;Guarda Municipal;5
2839;Guarda Municipal de Luzilândia;Guarda Municipal;5
2840;Guarda Municipal de Luzinópolis;Guarda Municipal;5
2841;Guarda Municipal de Luziânia;Guarda Municipal;5
2842;Guarda Municipal de Luís Antônio;Guarda Municipal;5
2843;Guarda Municipal de Luís Correia;Guarda Municipal;5
2844;Guarda Municipal de Luís Domingues;Guarda Municipal;5
2845;Guarda Municipal de Luís Eduardo Magalhães;Guarda Municipal;5
2846;Guarda Municipal de Luís Gomes;Guarda Municipal;5
2847;Guarda Municipal de Lábrea;Guarda Municipal;5
2848;Guarda Municipal de Macajuba;Guarda Municipal;5
2849;Guarda Municipal de Macambira;Guarda Municipal;5
2850;Guarda Municipal de Macaparana;Guarda Municipal;5
2851;Guarda Municipal de Macapá;Guarda Municipal;5
2852;Guarda Municipal de Macarani;Guarda Municipal;5
2853;Guarda Municipal de Macatuba;Guarda Municipal;5
2854;Guarda Municipal de Macau;Guarda Municipal;5
2855;Guarda Municipal de Macaubal;Guarda Municipal;5
2856;Guarda Municipal de Macaé;Guarda Municipal;5
2857;Guarda Municipal de Macaíba;Guarda Municipal;5
2858;Guarda Municipal de Macaúbas;Guarda Municipal;5
2859;Guarda Municipal de Macedônia;Guarda Municipal;5
2860;Guarda Municipal de Maceió;Guarda Municipal;5
2861;Guarda Municipal de Machacalis;Guarda Municipal;5
2862;Guarda Municipal de Machadinho;Guarda Municipal;5
2863;Guarda Municipal de Machadinho D'Oeste;Guarda Municipal;5
2864;Guarda Municipal de Machado;Guarda Municipal;5
2865;Guarda Municipal de Machados;Guarda Municipal;5
2866;Guarda Municipal de Macieira;Guarda Municipal;5
2867;Guarda Municipal de Macuco;Guarda Municipal;5
2868;Guarda Municipal de Macururé;Guarda Municipal;5
2869;Guarda Municipal de Madalena;Guarda Municipal;5
2870;Guarda Municipal de Madeiro;Guarda Municipal;5
2871;Guarda Municipal de Madre de Deus;Guarda Municipal;5
2872;Guarda Municipal de Madre de Deus de Minas;Guarda Municipal;5
2873;Guarda Municipal de Maetinga;Guarda Municipal;5
2874;Guarda Municipal de Mafra;Guarda Municipal;5
2875;Guarda Municipal de Magalhães Barata;Guarda Municipal;5
2876;Guarda Municipal de Magalhães de Almeida;Guarda Municipal;5
2877;Guarda Municipal de Magda;Guarda Municipal;5
2878;Guarda Municipal de Magé;Guarda Municipal;5
2879;Guarda Municipal de Maiquinique;Guarda Municipal;5
2880;Guarda Municipal de Mairi;Guarda Municipal;5
2881;Guarda Municipal de Mairinque;Guarda Municipal;5
2882;Guarda Municipal de Mairiporã;Guarda Municipal;5
2883;Guarda Municipal de Mairipotaba;Guarda Municipal;5
2884;Guarda Municipal de Major Gercino;Guarda Municipal;5
2885;Guarda Municipal de Major Isidoro;Guarda Municipal;5
2886;Guarda Municipal de Major Sales;Guarda Municipal;5
2887;Guarda Municipal de Major Vieira;Guarda Municipal;5
2888;Guarda Municipal de Malacacheta;Guarda Municipal;5
2889;Guarda Municipal de Malhada;Guarda Municipal;5
2890;Guarda Municipal de Malhada de Pedras;Guarda Municipal;5
2891;Guarda Municipal de Malhada dos Bois;Guarda Municipal;5
2892;Guarda Municipal de Malhador;Guarda Municipal;5
2893;Guarda Municipal de Mallet;Guarda Municipal;5
2894;Guarda Municipal de Malta;Guarda Municipal;5
2895;Guarda Municipal de Mamanguape;Guarda Municipal;5
2896;Guarda Municipal de Mambaí;Guarda Municipal;5
2897;Guarda Municipal de Mamborê;Guarda Municipal;5
2898;Guarda Municipal de Mamonas;Guarda Municipal;5
2899;Guarda Municipal de Mampituba;Guarda Municipal;5
2900;Guarda Municipal de Manacapuru;Guarda Municipal;5
2901;Guarda Municipal de Manaquiri;Guarda Municipal;5
2902;Guarda Municipal de Manari;Guarda Municipal;5
2903;Guarda Municipal de Manaus;Guarda Municipal;5
2904;Guarda Municipal de Manaíra;Guarda Municipal;5
2905;Guarda Municipal de Mandaguari;Guarda Municipal;5
2906;Guarda Municipal de Mandaguaçu;Guarda Municipal;5
2907;Guarda Municipal de Mandirituba;Guarda Municipal;5
2908;Guarda Municipal de Manduri;Guarda Municipal;5
2909;Guarda Municipal de Manfrinópolis;Guarda Municipal;5
2910;Guarda Municipal de Manga;Guarda Municipal;5
2911;Guarda Municipal de Mangaratiba;Guarda Municipal;5
2912;Guarda Municipal de Mangueirinha;Guarda Municipal;5
2913;Guarda Municipal de Manhuaçu;Guarda Municipal;5
2914;Guarda Municipal de Manhumirim;Guarda Municipal;5
2915;Guarda Municipal de Manicoré;Guarda Municipal;5
2916;Guarda Municipal de Manoel Emídio;Guarda Municipal;5
2917;Guarda Municipal de Manoel Ribas;Guarda Municipal;5
2918;Guarda Municipal de Manoel Urbano;Guarda Municipal;5
2919;Guarda Municipal de Manoel Viana;Guarda Municipal;5
2920;Guarda Municipal de Manoel Vitorino;Guarda Municipal;5
2921;Guarda Municipal de Mansidão;Guarda Municipal;5
2922;Guarda Municipal de Mantena;Guarda Municipal;5
2923;Guarda Municipal de Mantenópolis;Guarda Municipal;5
2924;Guarda Municipal de Maquiné;Guarda Municipal;5
2925;Guarda Municipal de Mar Vermelho;Guarda Municipal;5
2926;Guarda Municipal de Mar de Espanha;Guarda Municipal;5
2927;Guarda Municipal de Mara Rosa;Guarda Municipal;5
2928;Guarda Municipal de Marabá;Guarda Municipal;5
2929;Guarda Municipal de Marabá Paulista;Guarda Municipal;5
2930;Guarda Municipal de Maracaju;Guarda Municipal;5
2931;Guarda Municipal de Maracajá;Guarda Municipal;5
2932;Guarda Municipal de Maracanaú;Guarda Municipal;5
2933;Guarda Municipal de Maracanã;Guarda Municipal;5
2934;Guarda Municipal de Maracaçumé;Guarda Municipal;5
2935;Guarda Municipal de Maracaí;Guarda Municipal;5
2936;Guarda Municipal de Maracás;Guarda Municipal;5
2937;Guarda Municipal de Maragogi;Guarda Municipal;5
2938;Guarda Municipal de Maragogipe;Guarda Municipal;5
2939;Guarda Municipal de Maraial;Guarda Municipal;5
2940;Guarda Municipal de Marajá do Sena;Guarda Municipal;5
2941;Guarda Municipal de Maranguape;Guarda Municipal;5
2942;Guarda Municipal de Maranhãozinho;Guarda Municipal;5
2943;Guarda Municipal de Marapanim;Guarda Municipal;5
2944;Guarda Municipal de Marapoama;Guarda Municipal;5
2945;Guarda Municipal de Marataízes;Guarda Municipal;5
2946;Guarda Municipal de Maratá;Guarda Municipal;5
2947;Guarda Municipal de Marau;Guarda Municipal;5
2948;Guarda Municipal de Maravilha;Guarda Municipal;5
2949;Guarda Municipal de Maravilha;Guarda Municipal;5
2950;Guarda Municipal de Maravilhas;Guarda Municipal;5
2951;Guarda Municipal de Maraã;Guarda Municipal;5
2952;Guarda Municipal de Maraú;Guarda Municipal;5
2953;Guarda Municipal de Marcação;Guarda Municipal;5
2954;Guarda Municipal de Marcelino Ramos;Guarda Municipal;5
2955;Guarda Municipal de Marcelino Vieira;Guarda Municipal;5
2956;Guarda Municipal de Marcelândia;Guarda Municipal;5
2957;Guarda Municipal de Marcionílio Souza;Guarda Municipal;5
2958;Guarda Municipal de Marco;Guarda Municipal;5
2959;Guarda Municipal de Marcolândia;Guarda Municipal;5
2960;Guarda Municipal de Marcos Parente;Guarda Municipal;5
2961;Guarda Municipal de Marechal Cândido Rondon;Guarda Municipal;5
2962;Guarda Municipal de Marechal Deodoro;Guarda Municipal;5
2963;Guarda Municipal de Marechal Floriano;Guarda Municipal;5
2964;Guarda Municipal de Marechal Thaumaturgo;Guarda Municipal;5
2965;Guarda Municipal de Marema;Guarda Municipal;5
2966;Guarda Municipal de Mari;Guarda Municipal;5
2967;Guarda Municipal de Maria Helena;Guarda Municipal;5
2968;Guarda Municipal de Maria da Fé;Guarda Municipal;5
2969;Guarda Municipal de Marialva;Guarda Municipal;5
2970;Guarda Municipal de Mariana;Guarda Municipal;5
2971;Guarda Municipal de Mariana Pimentel;Guarda Municipal;5
2972;Guarda Municipal de Mariano Moro;Guarda Municipal;5
2973;Guarda Municipal de Marianópolis do Tocantins;Guarda Municipal;5
2974;Guarda Municipal de Maribondo;Guarda Municipal;5
2975;Guarda Municipal de Maricá;Guarda Municipal;5
2976;Guarda Municipal de Marilac;Guarda Municipal;5
2977;Guarda Municipal de Marilena;Guarda Municipal;5
2978;Guarda Municipal de Mariluz;Guarda Municipal;5
2979;Guarda Municipal de Marilândia;Guarda Municipal;5
2980;Guarda Municipal de Marilândia do Sul;Guarda Municipal;5
2981;Guarda Municipal de Maringá;Guarda Municipal;5
2982;Guarda Municipal de Marinópolis;Guarda Municipal;5
2983;Guarda Municipal de Maripá;Guarda Municipal;5
2984;Guarda Municipal de Maripá de Minas;Guarda Municipal;5
2985;Guarda Municipal de Marituba;Guarda Municipal;5
2986;Guarda Municipal de Marizópolis;Guarda Municipal;5
2987;Guarda Municipal de Mariápolis;Guarda Municipal;5
2988;Guarda Municipal de Mariópolis;Guarda Municipal;5
2989;Guarda Municipal de Marliéria;Guarda Municipal;5
2990;Guarda Municipal de Marmeleiro;Guarda Municipal;5
2991;Guarda Municipal de Marmelópolis;Guarda Municipal;5
2992;Guarda Municipal de Marques de Souza;Guarda Municipal;5
2993;Guarda Municipal de Marquinho;Guarda Municipal;5
2994;Guarda Municipal de Martinho Campos;Guarda Municipal;5
2995;Guarda Municipal de Martins;Guarda Municipal;5
2996;Guarda Municipal de Martins Soares;Guarda Municipal;5
2997;Guarda Municipal de Martinópole;Guarda Municipal;5
2998;Guarda Municipal de Martinópolis;Guarda Municipal;5
2999;Guarda Municipal de Maruim;Guarda Municipal;5
3000;Guarda Municipal de Marumbi;Guarda Municipal;5
3001;Guarda Municipal de Marzagão;Guarda Municipal;5
3002;Guarda Municipal de Marília;Guarda Municipal;5
3003;Guarda Municipal de Mascote;Guarda Municipal;5
3004;Guarda Municipal de Massapê;Guarda Municipal;5
3005;Guarda Municipal de Massapê do Piauí;Guarda Municipal;5
3006;Guarda Municipal de Massaranduba;Guarda Municipal;5
3007;Guarda Municipal de Massaranduba;Guarda Municipal;5
3008;Guarda Municipal de Mata;Guarda Municipal;5
3009;Guarda Municipal de Mata Grande;Guarda Municipal;5
3010;Guarda Municipal de Mata Roma;Guarda Municipal;5
3011;Guarda Municipal de Mata Verde;Guarda Municipal;5
3012;Guarda Municipal de Mata de São João;Guarda Municipal;5
3013;Guarda Municipal de Mataraca;Guarda Municipal;5
3014;Guarda Municipal de Mateiros;Guarda Municipal;5
3015;Guarda Municipal de Matelândia;Guarda Municipal;5
3016;Guarda Municipal de Materlândia;Guarda Municipal;5
3017;Guarda Municipal de Mateus Leme;Guarda Municipal;5
3018;Guarda Municipal de Mathias Lobato;Guarda Municipal;5
3019;Guarda Municipal de Matias Barbosa;Guarda Municipal;5
3020;Guarda Municipal de Matias Cardoso;Guarda Municipal;5
3021;Guarda Municipal de Matias Olímpio;Guarda Municipal;5
3022;Guarda Municipal de Matina;Guarda Municipal;5
3023;Guarda Municipal de Matinha;Guarda Municipal;5
3024;Guarda Municipal de Matinhas;Guarda Municipal;5
3025;Guarda Municipal de Matinhos;Guarda Municipal;5
3026;Guarda Municipal de Matipó;Guarda Municipal;5
3027;Guarda Municipal de Mato Castelhano;Guarda Municipal;5
3028;Guarda Municipal de Mato Grosso;Guarda Municipal;5
3029;Guarda Municipal de Mato Leitão;Guarda Municipal;5
3030;Guarda Municipal de Mato Queimado;Guarda Municipal;5
3031;Guarda Municipal de Mato Rico;Guarda Municipal;5
3032;Guarda Municipal de Mato Verde;Guarda Municipal;5
3033;Guarda Municipal de Matos Costa;Guarda Municipal;5
3034;Guarda Municipal de Matozinhos;Guarda Municipal;5
3035;Guarda Municipal de Matrinchã;Guarda Municipal;5
3036;Guarda Municipal de Matriz de Camaragibe;Guarda Municipal;5
3037;Guarda Municipal de Matupá;Guarda Municipal;5
3038;Guarda Municipal de Maturéia;Guarda Municipal;5
3039;Guarda Municipal de Matutina;Guarda Municipal;5
3040;Guarda Municipal de Matão;Guarda Municipal;5
3041;Guarda Municipal de Matões;Guarda Municipal;5
3042;Guarda Municipal de Matões do Norte;Guarda Municipal;5
3043;Guarda Municipal de Maurilândia;Guarda Municipal;5
3044;Guarda Municipal de Maurilândia do Tocantins;Guarda Municipal;5
3045;Guarda Municipal de Mauriti;Guarda Municipal;5
3046;Guarda Municipal de Mauá;Guarda Municipal;5
3047;Guarda Municipal de Mauá da Serra;Guarda Municipal;5
3048;Guarda Municipal de Maués;Guarda Municipal;5
3049;Guarda Municipal de Maxaranguape;Guarda Municipal;5
3050;Guarda Municipal de Maximiliano de Almeida;Guarda Municipal;5
3051;Guarda Municipal de Mazagão;Guarda Municipal;5
3052;Guarda Municipal de Maçambará;Guarda Municipal;5
3053;Guarda Municipal de Medeiros;Guarda Municipal;5
3054;Guarda Municipal de Medeiros Neto;Guarda Municipal;5
3055;Guarda Municipal de Medianeira;Guarda Municipal;5
3056;Guarda Municipal de Medicilândia;Guarda Municipal;5
3057;Guarda Municipal de Medina;Guarda Municipal;5
3058;Guarda Municipal de Meleiro;Guarda Municipal;5
3059;Guarda Municipal de Melgaço;Guarda Municipal;5
3060;Guarda Municipal de Mendes;Guarda Municipal;5
3061;Guarda Municipal de Mendes Pimentel;Guarda Municipal;5
3062;Guarda Municipal de Mendonça;Guarda Municipal;5
3063;Guarda Municipal de Mercedes;Guarda Municipal;5
3064;Guarda Municipal de Mercês;Guarda Municipal;5
3065;Guarda Municipal de Meridiano;Guarda Municipal;5
3066;Guarda Municipal de Meruoca;Guarda Municipal;5
3067;Guarda Municipal de Mesquita;Guarda Municipal;5
3068;Guarda Municipal de Mesquita;Guarda Municipal;5
3069;Guarda Municipal de Messias;Guarda Municipal;5
3070;Guarda Municipal de Messias Targino;Guarda Municipal;5
3071;Guarda Municipal de Mesópolis;Guarda Municipal;5
3072;Guarda Municipal de Miguel Alves;Guarda Municipal;5
3073;Guarda Municipal de Miguel Calmon;Guarda Municipal;5
3074;Guarda Municipal de Miguel Leão;Guarda Municipal;5
3075;Guarda Municipal de Miguel Pereira;Guarda Municipal;5
3076;Guarda Municipal de Miguelópolis;Guarda Municipal;5
3077;Guarda Municipal de Milagres;Guarda Municipal;5
3078;Guarda Municipal de Milagres;Guarda Municipal;5
3079;Guarda Municipal de Milagres do Maranhão;Guarda Municipal;5
3080;Guarda Municipal de Milhã;Guarda Municipal;5
3081;Guarda Municipal de Milton Brandão;Guarda Municipal;5
3082;Guarda Municipal de Mimoso de Goiás;Guarda Municipal;5
3083;Guarda Municipal de Mimoso do Sul;Guarda Municipal;5
3084;Guarda Municipal de Minador do Negrão;Guarda Municipal;5
3085;Guarda Municipal de Minas Novas;Guarda Municipal;5
3086;Guarda Municipal de Minas do Leão;Guarda Municipal;5
3087;Guarda Municipal de Minaçu;Guarda Municipal;5
3088;Guarda Municipal de Minduri;Guarda Municipal;5
3089;Guarda Municipal de Mineiros;Guarda Municipal;5
3090;Guarda Municipal de Mineiros do Tietê;Guarda Municipal;5
3091;Guarda Municipal de Ministro Andreazza;Guarda Municipal;5
3092;Guarda Municipal de Mira Estrela;Guarda Municipal;5
3093;Guarda Municipal de Mirabela;Guarda Municipal;5
3094;Guarda Municipal de Miracatu;Guarda Municipal;5
3095;Guarda Municipal de Miracema;Guarda Municipal;5
3096;Guarda Municipal de Miracema do Tocantins;Guarda Municipal;5
3097;Guarda Municipal de Mirador;Guarda Municipal;5
3098;Guarda Municipal de Mirador;Guarda Municipal;5
3099;Guarda Municipal de Miradouro;Guarda Municipal;5
3100;Guarda Municipal de Miraguaí;Guarda Municipal;5
3101;Guarda Municipal de Miranda;Guarda Municipal;5
3102;Guarda Municipal de Miranda do Norte;Guarda Municipal;5
3103;Guarda Municipal de Mirandiba;Guarda Municipal;5
3104;Guarda Municipal de Mirandópolis;Guarda Municipal;5
3105;Guarda Municipal de Mirangaba;Guarda Municipal;5
3106;Guarda Municipal de Miranorte;Guarda Municipal;5
3107;Guarda Municipal de Mirante;Guarda Municipal;5
3108;Guarda Municipal de Mirante da Serra;Guarda Municipal;5
3109;Guarda Municipal de Mirante do Paranapanema;Guarda Municipal;5
3110;Guarda Municipal de Miraselva;Guarda Municipal;5
3111;Guarda Municipal de Mirassol;Guarda Municipal;5
3112;Guarda Municipal de Mirassol d'Oeste;Guarda Municipal;5
3113;Guarda Municipal de Mirassolândia;Guarda Municipal;5
3114;Guarda Municipal de Miravânia;Guarda Municipal;5
3115;Guarda Municipal de Miraí;Guarda Municipal;5
3116;Guarda Municipal de Miraíma;Guarda Municipal;5
3117;Guarda Municipal de Mirim Doce;Guarda Municipal;5
3118;Guarda Municipal de Mirinzal;Guarda Municipal;5
3119;Guarda Municipal de Missal;Guarda Municipal;5
3120;Guarda Municipal de Missão Velha;Guarda Municipal;5
3121;Guarda Municipal de Mocajuba;Guarda Municipal;5
3122;Guarda Municipal de Mococa;Guarda Municipal;5
3123;Guarda Municipal de Modelo;Guarda Municipal;5
3124;Guarda Municipal de Moeda;Guarda Municipal;5
3125;Guarda Municipal de Moema;Guarda Municipal;5
3126;Guarda Municipal de Mogeiro;Guarda Municipal;5
3127;Guarda Municipal de Mogi Guaçu;Guarda Municipal;5
3128;Guarda Municipal de Mogi Mirim;Guarda Municipal;5
3129;Guarda Municipal de Mogi das Cruzes;Guarda Municipal;5
3130;Guarda Municipal de Moiporá;Guarda Municipal;5
3131;Guarda Municipal de Moita Bonita;Guarda Municipal;5
3132;Guarda Municipal de Moju;Guarda Municipal;5
3133;Guarda Municipal de Mojuí dos Campos;Guarda Municipal;5
3134;Guarda Municipal de Mombaça;Guarda Municipal;5
3135;Guarda Municipal de Mombuca;Guarda Municipal;5
3136;Guarda Municipal de Mondaí;Guarda Municipal;5
3137;Guarda Municipal de Mongaguá;Guarda Municipal;5
3138;Guarda Municipal de Monjolos;Guarda Municipal;5
3139;Guarda Municipal de Monsenhor Gil;Guarda Municipal;5
3140;Guarda Municipal de Monsenhor Hipólito;Guarda Municipal;5
3141;Guarda Municipal de Monsenhor Paulo;Guarda Municipal;5
3142;Guarda Municipal de Monsenhor Tabosa;Guarda Municipal;5
3143;Guarda Municipal de Montadas;Guarda Municipal;5
3144;Guarda Municipal de Montalvânia;Guarda Municipal;5
3145;Guarda Municipal de Montanha;Guarda Municipal;5
3146;Guarda Municipal de Montanhas;Guarda Municipal;5
3147;Guarda Municipal de Montauri;Guarda Municipal;5
3148;Guarda Municipal de Monte Alegre;Guarda Municipal;5
3149;Guarda Municipal de Monte Alegre;Guarda Municipal;5
3150;Guarda Municipal de Monte Alegre de Goiás;Guarda Municipal;5
3151;Guarda Municipal de Monte Alegre de Minas;Guarda Municipal;5
3152;Guarda Municipal de Monte Alegre de Sergipe;Guarda Municipal;5
3153;Guarda Municipal de Monte Alegre do Piauí;Guarda Municipal;5
3154;Guarda Municipal de Monte Alegre do Sul;Guarda Municipal;5
3155;Guarda Municipal de Monte Alegre dos Campos;Guarda Municipal;5
3156;Guarda Municipal de Monte Alto;Guarda Municipal;5
3157;Guarda Municipal de Monte Aprazível;Guarda Municipal;5
3158;Guarda Municipal de Monte Azul;Guarda Municipal;5
3159;Guarda Municipal de Monte Azul Paulista;Guarda Municipal;5
3160;Guarda Municipal de Monte Belo;Guarda Municipal;5
3161;Guarda Municipal de Monte Belo do Sul;Guarda Municipal;5
3162;Guarda Municipal de Monte Carlo;Guarda Municipal;5
3163;Guarda Municipal de Monte Carmelo;Guarda Municipal;5
3164;Guarda Municipal de Monte Castelo;Guarda Municipal;5
3165;Guarda Municipal de Monte Castelo;Guarda Municipal;5
3166;Guarda Municipal de Monte Formoso;Guarda Municipal;5
3167;Guarda Municipal de Monte Horebe;Guarda Municipal;5
3168;Guarda Municipal de Monte Mor;Guarda Municipal;5
3169;Guarda Municipal de Monte Negro;Guarda Municipal;5
3170;Guarda Municipal de Monte Santo;Guarda Municipal;5
3171;Guarda Municipal de Monte Santo de Minas;Guarda Municipal;5
3172;Guarda Municipal de Monte Santo do Tocantins;Guarda Municipal;5
3173;Guarda Municipal de Monte Sião;Guarda Municipal;5
3174;Guarda Municipal de Monte das Gameleiras;Guarda Municipal;5
3175;Guarda Municipal de Monte do Carmo;Guarda Municipal;5
3176;Guarda Municipal de Monteiro;Guarda Municipal;5
3177;Guarda Municipal de Monteiro Lobato;Guarda Municipal;5
3178;Guarda Municipal de Monteirópolis;Guarda Municipal;5
3179;Guarda Municipal de Montenegro;Guarda Municipal;5
3180;Guarda Municipal de Montes Altos;Guarda Municipal;5
3181;Guarda Municipal de Montes Claros;Guarda Municipal;5
